t[i]	area	sgcmfluxint	sghmfluxint	sglmfluxint	trcmfluxint	trhmfluxint	trlmfluxint	mflux_sg_tot	mflux_tr_tot	alphaint/area
1.000000e-01	1.955433e-03	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00
2.000000e-01	1.955433e-03	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00
3.000000e-01	1.955433e-03	7.861982e-35	7.553676e-33	6.393840e-37	1.836589e-34	2.544647e-32	4.047864e-36	7.632935e-33	2.563418e-32	1.000000e+00
4.000000e-01	1.955433e-03	3.451028e-25	2.212398e-23	1.124449e-27	8.929660e-25	8.123209e-23	6.183051e-27	2.247021e-23	8.213124e-23	1.000000e+00
5.000000e-01	1.955433e-03	4.019235e-18	2.302391e-16	1.034273e-20	9.706036e-18	7.757241e-16	4.847618e-20	2.342687e-16	7.854786e-16	1.000000e+00
6.000000e-01	1.955433e-03	2.556587e-13	1.437656e-11	6.520642e-16	5.609214e-13	4.289087e-11	2.598230e-15	1.463287e-11	4.345439e-11	1.000000e+00
7.000000e-01	1.955433e-03	1.424223e-11	7.991003e-10	3.754649e-14	2.774969e-11	2.041052e-09	1.233502e-13	8.133801e-10	2.068925e-09	1.000000e+00
8.000000e-01	1.955433e-03	3.948569e-11	2.234000e-09	1.088140e-13	6.881362e-11	4.971297e-09	3.052514e-13	2.273594e-09	5.040416e-09	1.000000e+00
9.000000e-01	1.955433e-03	1.263633e-10	5.724518e-09	3.723430e-13	2.484093e-10	1.414569e-08	1.284767e-12	5.851253e-09	1.439539e-08	1.000000e+00
1.000000e+00	1.955433e-03	2.280749e-09	6.416489e-08	8.574687e-12	4.627746e-09	1.725331e-07	3.230304e-11	6.645421e-08	1.771932e-07	1.000000e+00
1.100000e+00	1.955433e-03	1.412389e-08	3.262127e-07	7.018452e-11	2.586958e-08	7.925431e-07	2.377271e-10	3.404067e-07	8.186504e-07	1.000000e+00
1.200000e+00	1.955433e-03	3.873858e-08	7.635680e-07	2.575330e-10	6.522873e-08	1.688980e-06	8.217285e-10	8.025641e-07	1.755031e-06	1.000000e+00
1.300000e+00	1.955433e-03	9.781762e-08	1.630552e-06	8.259591e-10	1.565843e-07	3.398018e-06	2.513153e-09	1.729196e-06	3.557115e-06	1.000000e+00
1.400000e+00	1.955433e-03	2.038470e-07	2.753322e-06	2.101285e-09	3.232390e-07	5.533489e-06	6.336112e-09	2.959271e-06	5.863065e-06	1.000000e+00
1.500000e+00	1.955433e-03	5.261894e-07	4.706535e-06	7.023081e-09	8.925341e-07	9.575122e-06	2.279266e-08	5.239747e-06	1.049045e-05	1.000000e+00
1.600000e+00	1.955433e-03	8.924628e-07	6.428571e-06	1.365238e-08	1.473462e-06	1.250587e-05	4.127798e-08	7.334687e-06	1.402061e-05	1.000000e+00
1.700000e+00	1.955433e-03	1.414437e-06	7.632580e-06	2.533603e-08	2.379946e-06	1.447061e-05	7.644214e-08	9.072354e-06	1.692700e-05	1.000000e+00
1.800000e+00	1.955433e-03	2.323049e-06	8.643852e-06	4.931113e-08	4.038955e-06	1.633880e-05	1.500980e-07	1.101621e-05	2.052786e-05	1.000000e+00
1.900000e+00	1.955433e-03	3.435779e-06	9.186738e-06	8.446150e-08	6.055744e-06	1.712207e-05	2.536574e-07	1.270698e-05	2.343147e-05	1.000000e+00
2.000000e+00	1.955433e-03	4.959096e-06	9.293691e-06	1.427380e-07	9.084833e-06	1.719508e-05	4.386013e-07	1.439553e-05	2.671851e-05	1.000000e+00
2.100000e+00	1.955433e-03	6.697475e-06	9.429334e-06	2.207118e-07	1.269079e-05	1.758473e-05	6.939446e-07	1.634752e-05	3.096947e-05	1.000000e+00
2.200000e+00	1.955433e-03	8.642980e-06	9.170087e-06	3.384529e-07	1.760674e-05	1.736001e-05	1.150552e-06	1.815152e-05	3.611730e-05	1.000000e+00
2.300000e+00	1.955433e-03	1.030770e-05	8.867367e-06	4.627018e-07	2.111143e-05	1.648773e-05	1.562011e-06	1.963777e-05	3.916117e-05	1.000000e+00
2.400000e+00	1.955433e-03	1.117684e-05	8.265522e-06	5.914669e-07	2.329816e-05	1.528357e-05	2.064026e-06	2.003383e-05	4.064575e-05	1.000000e+00
2.500000e+00	1.955433e-03	1.218189e-05	7.947730e-06	7.689156e-07	2.622080e-05	1.503765e-05	2.812733e-06	2.089854e-05	4.407118e-05	1.000000e+00
2.600000e+00	1.955433e-03	1.328393e-05	7.885737e-06	1.018572e-06	2.809210e-05	1.455264e-05	3.705373e-06	2.218824e-05	4.635011e-05	1.000000e+00
2.700000e+00	1.955433e-03	1.356000e-05	7.824599e-06	1.304867e-06	2.842694e-05	1.438476e-05	4.857385e-06	2.268947e-05	4.766909e-05	1.000000e+00
2.800000e+00	1.955433e-03	1.330122e-05	7.681685e-06	1.566750e-06	2.755641e-05	1.409323e-05	5.954224e-06	2.254965e-05	4.760386e-05	1.000000e+00
2.900000e+00	1.955433e-03	1.241210e-05	7.392450e-06	1.783328e-06	2.548382e-05	1.362491e-05	6.972161e-06	2.158788e-05	4.608089e-05	1.000000e+00
3.000000e+00	1.955433e-03	1.160240e-05	7.234175e-06	1.942176e-06	2.386951e-05	1.358813e-05	7.831795e-06	2.077875e-05	4.528943e-05	1.000000e+00
